component_type,material_main,mass_g,recycled_content_pct,supplier_region,compliance_rohs,contains_hazardous_substance,repairability_bin
cell,steel,24.388077264819543,3.9323292526828424,EU,1,0,Medium
connector,steel,37.66757173247569,4.8310555926985455,APAC,1,1,Low
pcb,copper,35.15938932497912,0.0,APAC,1,0,Medium
cell,steel,43.84496158208087,41.86379832365258,NA,1,0,Medium
cell,steel,47.17825726701312,36.98714782689345,EU,1,0,Medium
pcb,steel,54.02227138964384,0.0,APAC,1,0,Medium
pcb,copper,44.035858476033745,24.81280671740639,EU,1,0,Medium
cell,steel,53.4304673487679,21.31868638346794,EU,1,0,High
cell,copper,33.985814935236206,0.7184661436690094,NA,1,0,Low
connector,steel,32.36642739166663,0.75261023521605,EU,1,1,Low
pcb,aluminum,23.803795151356635,25.421418409688748,NA,1,0,Medium
cell,steel,40.60799708179347,43.70324424754056,NA,1,0,Low
cell,steel,50.04573816691842,33.8026688784252,EU,1,0,Medium
cell,glass,66.3985408779227,10.484242418619552,NA,1,0,High
connector,glass,43.006335735131,8.50661971226159,EU,1,0,Medium
pcb,steel,51.43117053690488,9.555410510797465,EU,1,0,Medium
cell,steel,13.651380773772182,38.453127394888135,NA,1,0,Medium
cell,plastic,67.76354737354235,20.496894579768018,NA,1,0,Medium
cell,copper,50.73088304897091,15.075420943504078,EU,1,0,Medium
cell,plastic,17.967516857187224,37.780413986417145,NA,1,0,Medium
connector,plastic,39.132857227227646,31.904736782609866,APAC,1,0,Low
cell,plastic,25.867830746417024,20.458414873612497,EU,1,0,Medium
pcb,steel,23.893866695607684,0.0,EU,1,0,Low
cell,steel,51.89860296655583,29.71536829811654,EU,1,0,Medium
pcb,copper,44.316677099453564,43.2398230479941,NA,1,0,Medium
cell,steel,52.58896160498308,18.757542483798215,EU,1,0,High
cell,steel,34.15637990233675,9.24067975660818,APAC,1,0,Low
cell,plastic,38.066584752704564,26.093415509995495,NA,1,0,Medium
pcb,steel,63.85524054839471,39.39719066412625,EU,1,0,Medium
cell,aluminum,53.84724205336345,42.34815300934881,NA,1,0,Medium
cell,steel,46.63351623177251,11.300166081797911,NA,1,0,Medium
cell,plastic,65.63162396092393,29.26547802517485,APAC,1,0,Medium
housing,glass,52.62172203266091,2.8948113221998835,APAC,1,1,Low
connector,glass,37.73997627084816,10.209230527087131,APAC,1,1,Low
pcb,copper,64.92392231197367,30.130120786118432,EU,1,0,Medium
cell,copper,22.964268744905297,43.61594165708426,NA,1,0,Medium
connector,steel,45.44851470544879,29.015586659805475,EU,1,0,Medium
housing,steel,26.82040103992503,20.251154542584516,APAC,1,1,Low
housing,plastic,32.32234508760945,1.872433436898704,EU,1,0,Low
connector,steel,33.938832127849615,40.722605913991956,APAC,1,0,Medium
cell,aluminum,52.54907244408397,37.940769665314335,NA,1,0,Medium
cell,steel,41.43322035335502,15.557820695978965,NA,1,0,Medium
housing,copper,43.3825251134738,28.428589194408993,EU,1,0,Medium
housing,steel,53.45678434839856,49.065437325414486,NA,1,0,Medium
pcb,glass,30.449046546936746,33.92847186366056,APAC,1,0,Low
cell,steel,34.091261152089366,30.717978671529412,EU,1,0,Medium
pcb,glass,21.515202232096357,0.0,APAC,1,0,Low
cell,glass,40.13616071011538,42.15708875308644,NA,1,0,Medium
pcb,steel,55.705945626630125,27.555786613617794,EU,1,0,Medium
pcb,plastic,46.77821364359472,23.041373084664222,APAC,1,0,Low
housing,plastic,47.87916350671341,26.051734650927862,APAC,1,0,Medium
housing,plastic,23.353653519827162,53.33322375702468,APAC,0,0,Low
housing,copper,52.736042408510016,46.54490887802322,EU,1,0,Low
cell,plastic,18.87520286415066,20.503075093495326,EU,1,0,Low
cell,steel,53.52974414825709,46.207718323067155,EU,1,0,Medium
cell,copper,41.65213483966443,42.41255187652071,EU,1,0,Medium
connector,plastic,39.08670202121346,28.803520900000883,NA,1,0,Medium
housing,aluminum,44.17339290329925,0.7563438775093774,APAC,1,0,High
pcb,plastic,28.332492237597606,7.128849224699422,EU,1,0,Medium
pcb,steel,42.10285846542955,21.96274874069537,Other,1,0,Medium
cell,plastic,50.27232185442142,25.598321444842973,NA,1,0,Medium
housing,aluminum,28.13581494348037,33.38941362327462,APAC,1,0,Medium
connector,glass,27.957077552060344,11.466707163366507,APAC,1,0,Low
cell,aluminum,38.532936455260526,37.96909508329154,EU,1,0,High
connector,steel,54.53641233753204,33.94683570940472,APAC,1,0,High
cell,aluminum,25.270135475852424,21.088269531180277,APAC,1,0,Medium
pcb,steel,24.18589302428886,16.666873754083642,EU,1,0,Low
pcb,aluminum,52.79389347093153,25.643801274304835,NA,1,0,Medium
cell,steel,49.9478907689416,38.435576782092454,EU,1,0,Medium
cell,steel,51.67161518987331,35.60504702386261,APAC,1,0,Medium
pcb,glass,33.7648598490422,33.182270055437016,NA,1,0,Medium
pcb,aluminum,36.61298815270641,39.58200043774701,EU,0,0,High
housing,plastic,33.32502369247576,19.360805741787573,NA,1,0,Low
cell,steel,70.25434903835377,62.328359533204804,EU,1,0,Medium
housing,steel,48.47568991564924,8.60447524994874,APAC,1,0,Low
connector,steel,34.01024532675849,51.00621839463287,APAC,1,0,Low
connector,glass,52.177759843276505,31.415922706621117,NA,1,0,Medium
pcb,plastic,52.31745656013043,4.523398966546971,EU,1,0,Medium
cell,glass,21.47969668519605,14.955032439348347,APAC,1,1,High
pcb,plastic,27.589880959289758,31.503625466069675,APAC,1,0,Medium
pcb,plastic,29.029014027900654,15.465648796649583,APAC,1,0,Low
cell,copper,35.224707456983786,12.726587547432036,APAC,1,0,Low
pcb,plastic,30.016459420964708,25.838438710917252,EU,1,0,Medium
connector,steel,53.24643687293106,19.20097393851515,EU,1,0,Medium
pcb,glass,46.29442104966704,0.0,APAC,1,0,Low
cell,copper,27.63637812172565,5.6328615593074725,EU,1,0,Low
connector,copper,45.655210375937216,1.6646325974584206,EU,1,0,Low
pcb,steel,42.05874107463855,25.608960498645402,APAC,1,0,Low
cell,copper,36.83269905218038,28.74158709649371,EU,1,0,Low
pcb,glass,35.97205488742553,31.878984264204995,EU,1,0,Medium
pcb,steel,47.914270986264505,25.35183296403222,APAC,1,0,Low
pcb,plastic,8.6,7.409038375106843,APAC,1,1,Low
housing,steel,40.805988736098385,33.99590232269513,APAC,1,0,Medium
housing,steel,36.33743588095382,62.365224959912844,NA,1,0,Medium
housing,plastic,70.1636492744876,36.69360112776324,NA,1,0,Low
connector,plastic,54.862960670701895,31.657938791567965,EU,1,0,Medium
cell,glass,47.292151032733514,0.0,APAC,0,0,Low
cell,glass,45.82613846288622,33.782507389679736,EU,1,0,Medium
pcb,steel,46.84078331478321,27.307070248702992,Other,1,0,Medium
connector,steel,37.60616549282621,17.106757662425572,EU,1,0,Medium
cell,steel,45.74287430192923,25.66027622037949,APAC,1,0,Medium
cell,steel,40.159737881380245,22.935383849255416,APAC,1,0,Medium
pcb,steel,48.1259816927275,0.0,Other,1,0,Low
connector,aluminum,46.29336816918619,37.66203637489384,NA,1,0,Medium
pcb,copper,40.51088145802813,2.454590519288711,NA,1,0,Medium
cell,copper,50.22925073054041,22.0413836481071,EU,1,0,Medium
cell,aluminum,52.363158980198605,39.106297280964654,APAC,1,0,Medium
housing,glass,26.200129962340245,0.0,APAC,1,0,Low
pcb,aluminum,42.207036547474516,33.19629127407903,EU,1,0,Low
pcb,aluminum,28.85671700140024,0.9840188942924728,APAC,1,0,Low
pcb,copper,33.20436654111167,33.213083351245984,NA,1,0,Medium
cell,steel,69.82265745949266,13.986893267194468,EU,1,0,Medium
pcb,glass,42.66476471056183,5.473873255543851,APAC,1,1,Low
pcb,aluminum,32.50169064908242,0.0,APAC,1,0,Low
cell,copper,53.88525045394317,26.29100263419384,EU,1,0,Medium
cell,copper,45.22111786200446,12.395580019726037,APAC,1,0,Low
housing,aluminum,38.2392493545117,3.6056451974054418,EU,1,0,Low
housing,steel,49.57249467101928,33.68687776995271,EU,1,0,Medium
pcb,steel,40.133626668228125,32.26763139357868,NA,1,0,Medium
cell,steel,46.22400754420599,41.704725481117585,EU,1,0,Medium
cell,aluminum,62.158103030401264,71.84278429465522,EU,1,0,Medium
pcb,copper,45.56521735913805,37.505708034144206,EU,1,0,Medium
pcb,plastic,41.10612455575106,42.1952113679316,APAC,0,0,Low
pcb,aluminum,52.26597680302545,9.799110026207458,EU,1,0,Medium
pcb,steel,19.603668062472497,9.265712755500799,EU,1,0,Low
cell,plastic,54.67805191265491,23.954837596285387,EU,1,0,Medium
pcb,steel,28.417943471629602,28.15600691882889,EU,1,0,High
cell,steel,42.18707665138717,28.900511434388523,EU,1,0,Medium
pcb,steel,32.132676229340404,17.22392712926551,EU,1,0,Medium
connector,aluminum,28.576357290181544,33.5023630217717,NA,1,0,Medium
cell,aluminum,48.47313763422972,28.03470670965725,EU,1,0,Medium
cell,plastic,28.22144662357203,26.897759718908723,APAC,1,0,Medium
cell,copper,60.33735550607972,10.024934570881523,NA,1,0,Medium
cell,aluminum,25.334155955637907,25.160368791087908,EU,1,0,Low
cell,steel,26.847193938191435,0.0,EU,1,0,Medium
housing,plastic,21.977190927147966,11.224709621167909,APAC,1,0,Low
housing,plastic,48.234058579219,0.0,EU,1,0,Medium
cell,steel,50.191211907534736,46.264027655030304,NA,1,0,Low
pcb,steel,32.89478125141479,29.361826928827043,APAC,1,0,Low
connector,glass,45.92201129226224,29.722685269109377,NA,1,0,Low
connector,plastic,38.14214821098572,6.337877219115272,NA,1,0,Medium
pcb,aluminum,58.30815936690927,44.57409529598004,EU,1,0,Medium
cell,copper,63.43921658851653,40.8925017406948,EU,1,0,Medium
cell,glass,45.010083967498275,0.0,NA,1,0,Low
connector,aluminum,35.88616813234829,33.445921339299076,APAC,1,0,High
housing,glass,26.01208511860817,6.883207915036847,NA,1,0,High
cell,aluminum,32.51340516272123,29.177583116592626,APAC,1,0,Medium
pcb,steel,40.788106754358594,1.7632184079864874,EU,1,0,Low
pcb,aluminum,31.63176465090053,40.5530246677292,NA,1,0,Low
cell,plastic,39.64060682023713,7.270441190372352,NA,1,0,Low
pcb,plastic,51.78366857286481,35.9189926349488,APAC,1,1,Low
cell,steel,50.94199045853844,30.13137684063235,EU,1,0,Medium
pcb,aluminum,42.217154336258204,7.22160651414428,APAC,1,0,Low
cell,aluminum,47.44887456180682,23.69866709196964,EU,1,0,Medium
connector,aluminum,40.06079886132065,37.79577755663975,APAC,1,0,Low
pcb,steel,30.405621422973407,4.249702877271997,NA,1,0,Low
connector,aluminum,41.56758806365988,0.0,EU,1,0,Low
pcb,glass,43.75687215982471,8.54989126023414,EU,1,0,Medium
pcb,copper,45.92477562564848,42.35841910111597,NA,1,0,Medium
cell,copper,27.466950410346808,21.989758447237364,EU,0,0,Medium
pcb,aluminum,37.84345317514894,19.09800690887948,APAC,1,0,Low
cell,steel,23.632689959941658,25.386332771416498,APAC,1,0,Low
cell,copper,55.24637178995723,38.385996212380356,NA,1,0,Medium
cell,steel,29.79357512134269,26.21627079148555,NA,1,0,Low
housing,plastic,30.315999880006952,4.7109477047768,APAC,1,1,Low
cell,steel,41.166947687300336,13.602842129709806,EU,1,0,High
pcb,steel,57.89332445745511,27.082225721291813,EU,1,0,Medium
pcb,steel,54.15425097431957,5.591029508370939,NA,1,0,Medium
pcb,copper,31.562938959378066,48.752077797526574,NA,1,0,Medium
cell,plastic,51.44845896806415,15.316436039158699,NA,1,0,Medium
cell,copper,45.19779548725903,19.037539090056594,EU,0,0,Low
housing,glass,66.29629590783172,0.0,EU,1,0,Medium
pcb,steel,47.24470012376314,7.6623572458614255,APAC,1,0,Medium
cell,steel,51.14896988602501,25.389730240169385,EU,1,0,Medium
connector,steel,48.77132920328275,32.64000026050421,APAC,1,0,Medium
pcb,glass,43.56497167389802,4.57674994990718,APAC,1,1,Low
cell,steel,24.24214318486313,0.0,EU,1,0,Medium
cell,copper,33.221492208811256,41.827782547538575,EU,1,0,Medium
connector,copper,34.94445244903427,18.888359201074568,EU,1,0,Medium
cell,aluminum,8.6,38.022502481546375,APAC,1,0,Low
pcb,copper,42.04987137110086,13.153157494724955,APAC,1,1,Low
connector,steel,49.77390489750565,34.60875419088226,NA,1,0,Low
cell,plastic,47.98447132589427,21.02951270671213,NA,1,0,Medium
cell,copper,28.22331791604262,5.106573052879332,EU,1,0,Low
cell,steel,39.68803851504375,35.03711185780901,EU,1,0,Medium
housing,steel,42.110618202927384,55.167938504456146,EU,1,0,Low
pcb,copper,29.88610162309682,3.421245824739305,NA,1,0,Medium
pcb,plastic,51.195046286121155,34.94028470686615,APAC,1,0,Medium
connector,copper,57.44136889748018,9.007259595554094,NA,1,0,Medium
pcb,copper,43.696153174612334,11.762994336394769,EU,1,0,Medium
connector,glass,26.849885034982474,8.811041406560028,APAC,1,0,Low
housing,steel,25.945950523876746,10.445955841347178,EU,1,1,High
pcb,plastic,37.02131976389299,1.422861283468297,APAC,1,0,Low
pcb,steel,36.6306841190637,31.44229758416691,EU,1,0,Medium
cell,plastic,52.264816434614005,0.0,APAC,1,0,Medium
cell,glass,31.335074571282235,35.35867187427711,APAC,1,0,High
cell,steel,49.20575110785258,0.20617791898732474,APAC,1,0,Medium
housing,glass,46.76540726421526,12.799664519889971,APAC,0,0,Low
connector,aluminum,53.274399050525446,47.14647963656377,EU,1,0,Medium
housing,plastic,37.1523547914169,5.968942853771718,APAC,0,0,Low
housing,plastic,42.708716135532526,43.053757503265224,EU,1,0,High
connector,steel,39.81474617872942,14.24631791910356,APAC,1,0,High
pcb,steel,40.951903323424894,22.728934058820805,EU,1,0,Medium
pcb,steel,35.73858887442815,50.89786668845962,EU,1,0,Medium
housing,steel,52.05555720482732,11.511463751867339,EU,1,0,Medium
cell,copper,49.89387341950606,4.295909842710373,APAC,1,0,Low
cell,plastic,43.63644947695172,5.9839192593236525,EU,1,0,Medium
housing,steel,50.676891944969206,27.43542813724227,Other,1,0,Medium
pcb,steel,45.9628397194565,19.513300735661026,EU,1,0,Low
housing,copper,24.08177787559186,31.174220068491145,EU,1,0,Low
pcb,steel,70.89241076078395,18.819049478167766,EU,1,0,Medium
pcb,aluminum,57.07684892126128,29.62442904441056,EU,1,0,Medium
pcb,steel,62.14502737426302,22.81963525165321,EU,1,0,Medium
cell,steel,51.89197770011829,0.0,APAC,1,0,Low
cell,plastic,38.38085829835901,32.41561116621665,APAC,1,0,Medium
pcb,plastic,35.32387147768568,48.43420191477997,APAC,1,1,Low
housing,plastic,50.96052307641774,8.936896619797558,EU,1,0,Medium
pcb,steel,41.25899132876518,25.3973311837757,APAC,1,0,Medium
cell,steel,41.89554376470866,36.317216613179475,NA,1,0,Medium
housing,glass,39.064722131736,30.075828736653044,APAC,1,0,Low
pcb,plastic,34.091235533204355,1.4212841162681409,APAC,1,0,Low
housing,copper,43.04078923694888,1.4572164044294436,APAC,1,0,Low
pcb,steel,43.905542448087076,6.247385058872514,EU,1,0,Low
housing,copper,54.88262260801788,0.0,NA,1,0,Low
pcb,steel,37.11257757390665,15.793968013580564,APAC,1,0,Medium
pcb,steel,33.71273767054888,5.260420072163572,EU,1,0,Low
pcb,steel,39.39272628589339,0.0,APAC,1,0,Low
cell,steel,47.03990637702086,36.45054196776259,EU,1,0,Medium
housing,steel,24.434953141207814,2.0025386241003122,EU,1,1,Low
pcb,aluminum,31.488784539772688,25.86897171838817,EU,1,0,Medium
connector,steel,44.00658388751467,26.95479286928986,EU,1,0,Low
cell,glass,42.61315880829478,30.675195164866604,NA,1,0,Medium
connector,steel,24.455871517754048,42.01614311245104,NA,1,0,Medium
connector,copper,39.80852301740015,22.260314630056335,APAC,1,0,High
pcb,aluminum,19.520754211921453,3.5157159771233024,APAC,1,0,Low
cell,aluminum,47.91760589677459,39.464199131921816,NA,1,0,Medium
pcb,aluminum,41.73033648616974,24.223463218781976,EU,1,0,Medium
cell,plastic,29.16334609453941,21.516267839550252,NA,1,0,Medium
pcb,steel,48.78766242596029,32.970200894762804,EU,1,0,Low
cell,plastic,58.97275000170376,10.62631714796963,APAC,1,0,Medium
pcb,glass,48.75143384172369,6.714121400767296,APAC,1,0,Medium
cell,copper,41.87255025847629,42.60928084795097,NA,0,0,Medium
cell,aluminum,27.702693162516734,50.443254308047074,EU,1,0,Medium
pcb,steel,35.31874324522461,52.71411244659443,NA,1,0,Medium
pcb,aluminum,47.71536470991798,54.29699279847884,NA,1,0,Medium
cell,steel,33.660976384174894,2.042656426402874,APAC,1,0,Low
connector,copper,11.297796084825023,6.5362336154208185,APAC,1,0,Low
pcb,plastic,76.42960973584137,31.348163213450576,APAC,1,0,Medium
pcb,steel,46.75792933445258,5.046577711962128,EU,1,0,Medium
connector,steel,33.0592945923292,34.400397221103916,APAC,1,0,High
pcb,plastic,32.96923975604664,35.48214696425586,NA,1,0,Low
housing,plastic,53.2297486755397,18.094832024807342,EU,1,0,Medium
cell,aluminum,46.68618114077553,5.713734928707026,EU,1,0,Medium
cell,steel,53.487244367281804,40.76990747594827,APAC,1,0,Low
cell,plastic,48.904910107504925,21.976837409918232,NA,1,0,Medium
pcb,aluminum,48.21882745591281,59.92803708986766,Other,1,0,Medium
connector,steel,35.027319517273554,31.00576195942122,EU,1,0,Low
cell,glass,39.52409101732878,16.60364975639601,APAC,1,0,Low
cell,steel,51.52953285358552,30.470843144177476,EU,1,0,Medium
pcb,steel,40.62750976125763,39.30845914161688,EU,1,0,Medium
pcb,aluminum,60.94460884848368,32.2532227592055,APAC,1,1,High
cell,steel,53.270493841357656,27.89409548786806,NA,1,0,Medium
pcb,aluminum,40.561944908251625,0.4041597526970593,EU,1,0,Low
housing,aluminum,24.798061851021814,6.396922927669003,APAC,0,0,Low
cell,glass,42.366408289553064,8.818995052566448,APAC,1,0,Low
pcb,aluminum,51.434794356036726,11.207431222532396,EU,1,0,Low
pcb,glass,25.985626379711512,2.896034825146483,EU,1,0,Low
pcb,steel,36.87194161469904,5.080614973521834,APAC,1,0,Low
pcb,aluminum,25.899945689578953,32.100936068596425,APAC,1,1,Medium
cell,plastic,27.910052417820253,12.702777466917002,APAC,1,1,Low
connector,plastic,14.257590425077964,17.203393013007474,EU,1,0,Low
pcb,steel,39.13736392326098,19.07282236939964,APAC,1,0,Medium
cell,copper,14.60517854603173,8.519804301019938,APAC,1,0,Low
cell,copper,42.60051978706634,18.04365007061174,NA,1,0,Medium
connector,copper,43.78505850266296,35.66000224290439,EU,1,0,Medium
cell,steel,48.432612178197374,41.86139050795984,NA,1,0,Low
cell,plastic,50.09632387366798,46.39307932097257,APAC,1,0,Medium
pcb,plastic,32.487635905990814,2.4374836916588496,APAC,1,0,Low
cell,aluminum,31.375181492703973,33.90182576676238,APAC,1,0,Low
pcb,copper,39.77947120179424,0.0,APAC,1,0,Low
housing,plastic,36.205506420183546,23.0547090280773,APAC,1,0,High
cell,copper,31.71134136321235,44.032443325695326,EU,1,0,Medium
connector,copper,44.664174440445215,19.75404716261547,APAC,1,0,Medium
connector,glass,46.17489057231128,31.707627197187684,APAC,1,0,Low
connector,steel,44.56713400253807,12.088175050535053,EU,1,1,Low
connector,plastic,45.816061887091465,15.966031611261954,EU,1,0,Medium
pcb,aluminum,31.28000733487687,23.624889760002063,NA,1,0,Low
connector,copper,42.21688812262697,5.08870774695362,Other,1,1,High
connector,steel,37.290067437012944,14.276665497003844,EU,1,0,Medium
pcb,plastic,41.624014214835555,19.339442095686472,APAC,1,0,Low
housing,steel,58.002469261599096,20.48209512879405,NA,1,0,Medium
pcb,plastic,45.275902455276245,24.500055945180907,APAC,1,0,Medium
pcb,steel,61.78979925625225,36.12506230735165,APAC,1,0,Medium
cell,copper,46.25936633944975,35.17730647306944,Other,1,0,Medium
connector,steel,54.663838919318216,44.17442509794239,Other,0,0,Medium
cell,steel,39.182854152129366,19.494648099404753,APAC,1,0,Medium
cell,aluminum,24.613917760999268,58.533351793907414,NA,1,0,Medium
cell,steel,43.78989156101409,18.786316108051086,APAC,1,0,High
cell,aluminum,64.87543021810039,28.464084637470755,EU,1,0,Medium
pcb,steel,38.79524487732543,22.316262336216287,NA,1,0,Medium
cell,steel,43.706275975786575,4.357374351702371,Other,1,0,Medium
connector,glass,49.471364644550434,11.16498566641552,NA,1,1,Low
cell,glass,48.475594958695005,44.83035762377559,APAC,1,0,Low
housing,plastic,41.67199671566998,15.400547099251591,APAC,1,0,Medium
pcb,copper,51.86135812013598,29.392907476307183,EU,1,0,Medium
cell,steel,54.95980673924231,35.80423312359514,EU,1,0,Low
pcb,glass,50.429742662712925,0.0,APAC,1,0,Low
housing,plastic,60.76455486914685,6.644708726103384,EU,1,0,Low
cell,copper,56.26944079956557,32.64546205711797,APAC,1,0,Medium
pcb,copper,41.77218047938189,33.21846664445262,EU,1,0,Medium
cell,steel,51.91306468791318,19.183570555033548,EU,1,0,Medium
cell,steel,46.16787823793711,34.12838900535898,NA,1,0,High
connector,steel,34.423677323792,42.165367036559246,NA,1,0,Medium
connector,glass,33.21552189473842,16.985317582057213,NA,1,0,Medium
pcb,steel,45.79817489296113,2.224737398358922,NA,1,0,Low
pcb,copper,44.989997647782715,24.254501822203437,EU,1,0,Medium
connector,steel,35.570060051753934,2.880594019206927,APAC,1,0,Medium
pcb,steel,48.277291143845524,0.9666940224203353,EU,1,0,Low
cell,steel,38.075690595530205,0.0,EU,1,0,Low
connector,steel,25.234231165437553,43.23066960740511,NA,1,0,Medium
pcb,aluminum,34.998753346618344,11.59529393255388,NA,0,0,Low
housing,steel,35.95430434170451,12.473417137666136,NA,1,0,Medium
housing,plastic,34.720975573463235,35.553045176682176,NA,1,0,Medium
cell,copper,44.28756067970284,8.423042857313883,APAC,1,0,Medium
pcb,steel,46.3208731053763,51.69118641167987,NA,1,0,Medium
pcb,steel,33.190990141540645,27.6237824672271,APAC,1,0,Medium
cell,copper,48.8803847590284,0.0,APAC,1,0,Low
pcb,glass,43.79888267578944,14.18821702021894,EU,0,0,Medium
cell,plastic,35.996797161026244,46.038240519922084,EU,1,0,Medium
cell,steel,49.04155079768943,2.2510587873587093,EU,0,0,Medium
cell,glass,63.859198109197095,34.87554915360163,APAC,1,0,Medium
pcb,steel,54.238272563181326,4.568001582326033,APAC,1,0,Low
pcb,steel,30.0687486791429,19.58066629476696,EU,1,0,High
cell,aluminum,59.360960763373235,3.8835782428949193,NA,1,0,Low
connector,glass,30.61390295813743,8.280332754602577,APAC,1,0,Low
cell,glass,37.56710114863808,5.718483967377918,APAC,1,0,Low
cell,glass,47.29143453935155,41.67760411268965,APAC,1,0,Medium
cell,copper,51.80612296864732,26.673896342383642,NA,1,0,Medium
pcb,plastic,30.508047952988612,29.258848029845765,APAC,1,0,Medium
housing,glass,45.251944063863725,33.51641824910994,NA,1,0,Low
connector,steel,37.17135063772251,47.530380002161834,NA,1,0,Low
housing,copper,35.93019808477087,57.5501173083572,APAC,0,0,Low
pcb,aluminum,57.225449592988284,11.96650237460591,EU,1,0,Medium
housing,glass,34.30128142984064,10.933256663519348,EU,1,0,Low
pcb,copper,37.713180030988056,7.312773705456118,EU,1,0,Low
housing,plastic,26.986054978154847,25.24450857279528,APAC,1,0,High
housing,steel,33.07729575757753,9.184748924046307,APAC,1,0,Low
cell,copper,51.10397268146008,37.660557563419644,EU,1,0,Medium
pcb,plastic,36.46644478883248,0.0,EU,1,0,Low
cell,plastic,42.02029381141989,32.049940028606855,APAC,1,0,Low
cell,aluminum,50.45504019779971,52.3272725960193,NA,1,0,Medium
cell,plastic,32.13496633488774,4.484609305044541,EU,1,0,Low
pcb,copper,37.506407782310724,0.0,APAC,1,0,Low
cell,glass,36.26445993005908,56.762031523485994,NA,1,0,Medium
connector,plastic,29.78319167586005,2.5704088397846805,APAC,1,0,Low
pcb,steel,24.67678204936542,32.963076923121044,NA,1,0,Medium
