component_type,material_main,mass_g,recycled_content_pct,supplier_region,compliance_rohs,contains_hazardous_substance,repairability_bin
connector,plastic,22.595952361957213,0.0,EU,1,0,High
connector,steel,33.237266727926055,0.0,APAC,0,0,High
connector,copper,16.866089753083525,0.0,Other,0,0,High
connector,plastic,13.69449596199679,0.0,EU,1,0,High
connector,plastic,3.8385154269991304,0.0,EU,0,0,High
connector,copper,3.18,0.0,Other,0,0,High
housing,plastic,37.55132316034417,0.0,NA,0,0,High
connector,plastic,5.665985458060597,0.0,Other,1,0,High
connector,plastic,25.7876557824438,0.0,APAC,0,0,Medium
housing,plastic,26.576110548728877,0.0,Other,1,0,High
connector,plastic,8.018228422107178,0.0,APAC,0,0,Medium
connector,plastic,14.102855858785194,0.0,EU,0,0,Medium
connector,plastic,14.690402249278563,0.0,APAC,0,1,Medium
connector,plastic,7.115038189554852,0.0,NA,0,0,High
connector,plastic,55.30167295270588,0.0,APAC,1,0,High
housing,plastic,3.18,0.0,EU,0,0,High
connector,plastic,6.135873163956475,0.0,Other,1,0,High
connector,glass,3.18,0.0,Other,0,0,High
connector,plastic,15.4941620137826,0.0,Other,0,0,High
pcb,plastic,3.18,0.0,APAC,0,0,Medium
connector,plastic,58.646162144718836,0.0,APAC,0,0,High
connector,plastic,4.109807226235951,0.0,Other,1,0,High
connector,plastic,7.9841177992600265,0.0,APAC,0,0,High
connector,plastic,23.862341380691127,0.0,APAC,0,0,High
connector,plastic,19.218582288249962,0.0,APAC,1,0,Medium
connector,plastic,19.46189681895118,0.0,Other,1,0,Medium
connector,plastic,35.04006559315759,0.0,Other,1,0,High
connector,plastic,24.670409091084842,0.0,APAC,0,0,High
connector,plastic,33.40729536436643,0.0,NA,0,0,Medium
connector,plastic,56.384019913228805,0.0,Other,0,0,Medium
connector,plastic,53.239204663484806,0.0,APAC,1,0,High
connector,plastic,31.57412296330344,0.0,APAC,1,0,Low
connector,plastic,21.15503471918148,0.0,APAC,0,0,High
housing,plastic,3.18,0.0,APAC,1,1,High
connector,plastic,16.08587579684704,0.0,APAC,1,0,High
connector,plastic,31.220607024849215,0.0,APAC,1,0,Medium
pcb,plastic,3.18,0.0,APAC,1,0,Medium
pcb,plastic,3.18,0.0,Other,0,0,High
connector,plastic,14.684862703502773,0.0,APAC,1,0,Medium
connector,plastic,12.309237330077622,0.0,EU,1,0,High
housing,plastic,7.855850431492968,0.0,APAC,1,0,Medium
connector,plastic,3.18,0.0,APAC,1,0,Low
connector,plastic,9.712202949010731,0.0,APAC,0,0,High
connector,plastic,58.84882438814873,0.0,APAC,0,0,High
connector,plastic,24.102335561762132,0.0,Other,1,0,High
connector,plastic,37.95287974571235,0.0,APAC,0,0,High
housing,plastic,3.18,0.0,Other,0,0,Medium
connector,plastic,79.69350410611992,0.0,EU,1,0,High
connector,plastic,10.707582586201987,0.0,Other,0,0,High
connector,aluminum,4.165517320153469,0.0,Other,0,0,High
connector,copper,13.579390462796631,0.0,NA,0,0,High
connector,plastic,26.105153344645984,0.0,APAC,1,0,High
connector,plastic,25.79074299845341,0.0,APAC,0,0,High
connector,plastic,10.214332063983676,0.0,Other,1,0,High
connector,plastic,40.07995770562795,0.0,APAC,0,0,Medium
connector,plastic,20.563824565936127,0.0,APAC,0,0,High
housing,plastic,18.38919950176032,0.0,Other,0,0,High
connector,plastic,10.736812346077421,0.0,APAC,1,0,Medium
connector,copper,30.028102979724153,0.0,Other,0,0,Medium
connector,plastic,27.06655462604746,0.0,Other,0,0,High
connector,plastic,3.18,0.0,APAC,0,0,High
connector,plastic,3.18,0.0,NA,1,0,High
connector,plastic,3.18,0.0,Other,0,0,High
connector,plastic,13.193369332695589,0.0,EU,1,0,Low
housing,plastic,3.18,0.0,APAC,1,0,Medium
housing,plastic,12.675799922763819,0.0,Other,1,0,High
connector,plastic,27.779324527086374,0.0,APAC,0,0,High
connector,plastic,17.312524160945742,0.0,APAC,0,0,High
connector,plastic,37.63041657616487,0.0,APAC,0,0,High
connector,plastic,25.067341114523323,0.0,APAC,0,0,High
connector,plastic,9.906384262572015,0.0,APAC,1,0,High
connector,plastic,3.18,0.0,EU,0,0,High
connector,plastic,3.18,0.0,Other,1,0,Medium
connector,plastic,3.18,0.0,APAC,1,0,High
pcb,plastic,31.918749483688806,0.0,Other,0,0,High
housing,plastic,14.628676398133095,0.0,APAC,0,0,High
connector,plastic,3.4991794024613796,0.0,APAC,1,1,High
cell,plastic,52.72353790583585,0.0,Other,0,0,Medium
connector,plastic,8.875432189942401,0.0,Other,0,0,Medium
connector,plastic,9.05645814004712,0.0,EU,1,0,High
connector,plastic,8.842803217327074,0.0,APAC,1,0,High
connector,plastic,3.18,0.0,APAC,0,1,Medium
connector,steel,3.18,0.0,APAC,0,0,High
connector,plastic,21.94627544867926,0.0,Other,1,0,High
connector,plastic,33.40872963187189,0.0,APAC,0,0,High
connector,plastic,3.18,0.0,Other,0,0,Medium
connector,plastic,43.43276789703728,0.0,EU,1,0,High
cell,plastic,18.014662708366245,0.0,NA,1,0,Medium
connector,plastic,26.69099163029323,0.0,APAC,0,0,High
connector,plastic,17.217115291663326,0.0,APAC,1,0,High
connector,plastic,3.18,0.0,APAC,1,0,Medium
connector,plastic,10.25999524373102,0.0,APAC,1,0,High
connector,plastic,3.18,0.0,EU,1,0,High
cell,plastic,3.18,0.0,APAC,1,0,Medium
connector,glass,20.16681817613144,0.0,NA,1,0,High
connector,plastic,28.110226125950057,0.0,APAC,1,0,Medium
connector,copper,3.18,0.0,Other,1,0,High
housing,plastic,25.779201041144624,0.0,Other,0,0,High
connector,plastic,46.92840819205581,0.0,APAC,0,0,High
connector,plastic,29.926572545266644,0.0,APAC,1,0,High
connector,plastic,14.330250623654457,0.0,EU,0,0,Medium
connector,plastic,53.16298097442553,0.0,APAC,0,0,High
connector,plastic,12.121406247818186,0.0,Other,1,0,Medium
cell,plastic,35.45577435076551,0.0,APAC,0,0,High
connector,glass,3.6797819587982943,0.0,NA,0,0,High
connector,plastic,44.05921867861616,0.0,APAC,1,0,High
connector,plastic,37.99678467799394,0.0,APAC,1,0,High
cell,plastic,9.0314504682339,0.0,EU,1,0,High
connector,plastic,13.932310790930938,0.0,NA,1,0,Low
housing,plastic,19.170102839608315,0.0,Other,0,0,High
housing,plastic,52.73847701892038,0.0,Other,1,1,High
housing,plastic,71.36028021417684,0.0,APAC,1,0,High
housing,plastic,13.752508361141043,0.0,Other,1,0,High
connector,plastic,19.090021227557525,0.0,APAC,1,0,High
connector,plastic,3.18,0.0,APAC,1,0,Low
connector,plastic,11.434595917322724,0.0,Other,0,0,Medium
connector,plastic,3.7312169294661217,0.0,Other,1,0,High
connector,plastic,34.74617452563179,0.0,NA,0,1,High
connector,plastic,3.18,0.0,APAC,1,1,Medium
connector,plastic,14.52832236267935,0.0,NA,1,0,High
connector,plastic,14.043743790022113,0.0,Other,0,0,High
connector,plastic,19.998176968685204,0.0,NA,0,0,High
connector,plastic,39.17072156030071,0.0,APAC,1,0,High
connector,plastic,3.18,0.0,Other,1,0,High
housing,plastic,56.327702283191634,0.0,Other,0,0,High
connector,plastic,3.18,0.0,NA,0,0,Medium
connector,plastic,9.485724565049864,0.0,EU,0,0,High
cell,plastic,61.90715965217716,0.0,Other,1,0,Low
housing,plastic,28.735596932259668,0.0,APAC,0,0,High
connector,plastic,3.630335421193145,0.0,Other,1,0,Medium
connector,plastic,4.077484911681012,0.0,Other,0,0,High
connector,plastic,11.216242640198743,0.0,EU,0,0,High
