component_type,material_main,mass_g,recycled_content_pct,supplier_region,compliance_rohs,contains_hazardous_substance,repairability_bin
pcb,steel,46.44544704268943,10.957448258269778,NA,1,0,High
housing,steel,38.612858232290705,21.983007305277283,NA,1,1,Medium
cell,plastic,3.18,54.786841872242704,Other,1,1,Medium
connector,steel,3.18,43.364093225742394,EU,1,0,Medium
housing,steel,3.18,27.665480939937773,APAC,1,1,Medium
connector,steel,3.18,21.816306692292983,NA,1,0,Low
pcb,copper,3.18,26.076009482330925,APAC,1,0,Low
housing,aluminum,3.18,35.2360837108828,Other,1,0,High
housing,aluminum,3.18,67.61190248398651,APAC,1,0,Medium
pcb,copper,3.18,8.086322302577763,NA,1,0,Low
cell,plastic,3.18,30.30404285006277,EU,1,0,Medium
housing,aluminum,3.18,53.54930843851745,EU,1,0,Medium
connector,aluminum,27.52164116317527,25.13191754636083,EU,1,0,Medium
housing,aluminum,3.18,30.677586579566686,EU,1,0,Low
cell,steel,15.684819134367288,14.229625495787051,APAC,1,0,Medium
cell,steel,4.204995835103283,4.750275651924687,NA,1,0,Medium
connector,steel,3.18,43.364093225742394,NA,1,0,Medium
housing,plastic,3.18,43.364093225742394,EU,1,0,High
housing,steel,3.18,43.364093225742394,NA,1,0,High
pcb,glass,22.09306740051898,54.63866313371521,APAC,1,0,Medium
housing,plastic,32.571353340197646,41.0692847335717,EU,1,0,Medium
housing,aluminum,3.18,25.15047796819841,Other,1,0,Medium
connector,steel,3.18,84.46650054412338,NA,1,0,Medium
housing,steel,3.18,12.983783605652832,APAC,1,0,Medium
pcb,aluminum,3.18,35.14777326321493,NA,1,0,Medium
housing,aluminum,3.18,1.4222797991433822,APAC,1,1,Low
housing,glass,30.401923061849196,43.03184936117154,NA,1,1,Low
connector,steel,3.18,29.7751436387668,EU,1,0,Medium
connector,glass,18.539084156399344,43.364093225742394,APAC,1,0,Medium
connector,plastic,3.18,24.86492900583847,NA,1,0,Medium
cell,steel,3.18,0.0,EU,1,0,Medium
cell,copper,5.396653356841746,19.66691361308318,APAC,0,0,Low
connector,aluminum,3.18,38.402993127669816,Other,1,0,Medium
housing,aluminum,3.18,61.38552878920585,EU,1,0,Medium
cell,plastic,3.18,40.14020966850496,EU,0,0,Medium
cell,aluminum,12.107805724337467,3.7614480678315583,NA,1,0,High
housing,steel,3.18,0.0,NA,1,0,Medium
housing,copper,3.18,18.983959350052775,EU,1,0,Medium
housing,steel,3.18,22.784660510553003,Other,1,0,Medium
housing,steel,3.18,32.2675833340441,NA,1,0,Medium
connector,copper,3.18,23.820427427201764,APAC,1,0,High
housing,aluminum,3.18,12.787985069372084,NA,1,0,Medium
connector,steel,3.18,43.364093225742394,APAC,1,0,Medium
connector,plastic,4.844860270603064,50.97300346385318,NA,0,0,Low
connector,steel,18.15960275039377,29.768297696624437,Other,1,0,Medium
housing,steel,3.18,97.4,EU,1,1,Medium
cell,copper,9.666260949427013,43.364093225742394,NA,1,0,Medium
housing,copper,3.18,43.364093225742394,APAC,0,0,Medium
housing,steel,3.18,66.93051869710159,APAC,1,0,Medium
housing,aluminum,3.18,20.613809267716064,APAC,1,0,High
housing,steel,26.48491539572427,63.76188702701771,Other,1,0,Medium
cell,steel,3.18,32.90844535638783,Other,1,0,Medium
housing,copper,30.809633557959604,17.537079300889268,APAC,1,0,Medium
cell,glass,3.18,36.06406823978447,NA,1,0,Medium
housing,steel,18.833664637671472,30.285499443461312,EU,1,0,Medium
cell,glass,3.18,17.54088877087741,APAC,1,0,Medium
housing,plastic,4.679077186236256,70.0335059921473,APAC,1,0,Medium
housing,steel,3.18,28.79747007176058,EU,0,0,Medium
housing,aluminum,4.340466090123861,31.79481401518546,APAC,1,0,Medium
cell,steel,3.18,13.441351879400447,EU,1,0,Medium
housing,aluminum,3.18,41.61451784253725,EU,0,1,Medium
housing,steel,3.18,0.0,EU,1,0,Medium
pcb,aluminum,3.18,52.392872871092365,APAC,1,0,Medium
connector,steel,14.650740648877836,43.364093225742394,NA,1,0,Medium
cell,aluminum,3.18,2.072224656322872,NA,1,0,Medium
housing,aluminum,3.18,29.646230234812826,APAC,1,0,Medium
housing,aluminum,3.18,25.850868524820072,APAC,1,0,Medium
cell,aluminum,3.18,43.364093225742394,NA,1,0,Medium
housing,glass,3.18,28.769148883166025,NA,1,0,Medium
housing,copper,16.521783613833044,34.97116247634333,APAC,1,0,High
housing,aluminum,7.17343911396663,37.31065536816188,APAC,1,0,Medium
cell,glass,3.2613465824378167,38.25635415736408,EU,1,0,Low
housing,copper,3.18,27.52108409042102,NA,1,0,Medium
connector,aluminum,3.18,7.585472622920037,NA,1,0,Medium
housing,plastic,3.18,28.93527722151085,Other,1,0,Medium
housing,aluminum,22.247187989876583,58.105600509896924,Other,1,0,Medium
housing,glass,3.18,36.697307211187166,EU,1,0,Medium
pcb,steel,10.653228635536223,19.076513028545413,Other,1,0,Low
cell,aluminum,3.18,36.014604919826375,NA,1,1,Medium
connector,glass,22.99975666427157,43.364093225742394,NA,0,0,Medium
housing,aluminum,7.5590986935870745,9.69260386061065,APAC,0,0,Medium
cell,aluminum,3.18,19.803121383337313,EU,1,0,Medium
cell,aluminum,23.797831588353226,17.023857852291123,NA,1,0,Medium
housing,aluminum,3.18,31.804096395251847,EU,1,1,Medium
housing,steel,3.18,55.49327418074961,NA,1,0,Medium
connector,copper,3.18,9.465799729928825,Other,1,0,Medium
pcb,steel,3.18,65.24567756008899,EU,1,0,Medium
pcb,aluminum,10.617642145197141,14.25830755906097,NA,1,0,Medium
housing,aluminum,3.18,41.72968112611181,Other,1,0,Medium
housing,steel,3.18,84.46650054412338,Other,1,0,Medium
housing,copper,3.18,2.5375656154722934,EU,1,0,High
connector,copper,3.18,7.487742414690939,APAC,1,0,Medium
housing,aluminum,3.18,64.13502477276133,NA,1,0,High
cell,copper,3.18,22.47255516137347,NA,1,0,Medium
housing,aluminum,3.18,0.0,Other,1,0,Medium
housing,steel,9.131497292176228,7.177984118887913,APAC,1,0,Low
housing,plastic,26.154092641029596,90.56584529409521,APAC,1,0,Medium
housing,copper,3.18,21.4975603948718,NA,1,0,Medium
connector,steel,6.8285067860340405,26.438917017882538,NA,1,0,Medium
cell,aluminum,3.18,22.007098359316622,NA,1,0,Medium
housing,steel,3.18,15.516730949851082,EU,1,0,Medium
cell,copper,3.18,22.67930432235527,EU,1,0,Medium
housing,glass,3.18,27.966102359971444,EU,1,0,Medium
connector,steel,3.18,37.408751355709576,Other,1,0,Medium
connector,steel,3.18,56.57545963165882,EU,1,1,Medium
connector,steel,5.551637382127161,9.275986054639812,EU,1,0,Low
connector,plastic,3.18,26.589935597462755,NA,1,0,Medium
connector,glass,3.18,28.631674848504403,EU,1,0,Medium
cell,steel,3.18,9.503140650154485,NA,0,0,Medium
cell,plastic,3.18,22.848758473203752,NA,1,1,Low
housing,copper,3.18,20.827093676959464,Other,1,1,Medium
housing,glass,50.430943839610116,37.45663024364345,APAC,1,0,Medium
cell,aluminum,16.922953168929723,0.0,Other,1,0,Medium
housing,aluminum,19.43139180707582,97.4,NA,1,0,Medium
connector,aluminum,20.349640665120784,36.87929163020691,NA,1,0,Medium
connector,aluminum,3.18,6.969370060593923,NA,0,0,Medium
connector,glass,31.22140126246335,43.364093225742394,NA,1,0,Medium
housing,copper,3.18,16.505332186512177,APAC,1,0,Medium
housing,steel,3.18,31.85038871580838,EU,1,0,Medium
housing,aluminum,3.18,37.8383502402912,APAC,1,0,Medium
housing,copper,3.18,29.84403867222941,NA,0,0,Medium
housing,copper,34.308154563041285,22.5494150620198,Other,0,0,Medium
cell,aluminum,6.708598316453589,34.64602506699698,EU,0,0,Medium
housing,aluminum,3.18,5.153849119448191,NA,0,1,Medium
cell,aluminum,3.18,24.797316251931846,NA,1,0,Low
housing,aluminum,3.18,41.62611009313273,NA,1,0,Medium
housing,copper,3.18,18.04349537905457,APAC,1,0,Low
housing,aluminum,28.160568026368693,7.249231577474748,NA,0,0,Low
pcb,aluminum,3.18,13.522786240294582,NA,1,0,Medium
cell,steel,3.18,27.87093180621509,APAC,1,0,Medium
housing,glass,3.18,33.027491453258655,NA,1,1,Medium
housing,aluminum,3.18,6.746491042618314,NA,1,0,Medium
cell,steel,48.52467383729059,9.552515086038442,NA,1,0,High
housing,plastic,3.18,27.509354595664938,NA,1,0,Medium
housing,aluminum,3.18,36.80634047747883,EU,1,0,Medium
connector,plastic,4.3766271005325095,70.91321790582766,NA,1,0,Medium
cell,aluminum,21.13331839715828,19.414950484876698,APAC,1,0,Low
housing,steel,11.615697281604909,29.056751055151672,NA,1,0,Low
cell,plastic,3.18,26.172377969194535,NA,1,0,Medium
cell,aluminum,3.18,2.017924761519975,APAC,1,0,Medium
housing,aluminum,3.18,30.687026975764873,NA,1,0,Medium
cell,copper,3.18,38.91267202542137,NA,1,0,Medium
housing,plastic,3.18,43.364093225742394,APAC,1,0,Medium
housing,copper,3.18,43.364093225742394,NA,1,0,High
connector,plastic,6.143629265722609,11.432288869666808,EU,1,0,Medium
pcb,copper,3.18,18.564019735365406,APAC,1,0,Medium
connector,aluminum,3.18,63.512492252714395,EU,1,0,Medium
housing,steel,4.2559835719608685,15.840094948421003,APAC,1,0,High
housing,aluminum,3.18,35.826120404301136,EU,1,0,Medium
housing,aluminum,3.18,5.745895527412725,NA,1,0,Medium
cell,steel,3.18,6.897971659232544,NA,1,0,Medium
connector,aluminum,3.18,64.64011438129658,NA,1,0,Medium
housing,steel,3.18,20.173642520482375,NA,1,0,Medium
housing,glass,13.917338472301402,16.200437924860644,NA,1,0,Low
housing,aluminum,11.48483394999311,34.749647348451234,APAC,1,0,High
housing,copper,3.18,13.970161405864856,EU,1,0,Medium
connector,plastic,26.284546468338394,5.492947334114369,NA,1,0,Medium
connector,steel,3.18,15.90415607623022,Other,1,0,Medium
housing,aluminum,3.18,36.118882754692265,EU,1,0,Medium
